SEX,MALE.STAGE,FEMALE.STAGE,CONFIRM.,filename_image,image_size,bgr_pixel_m,bgr_pixel_f,hsv_pixel_m,hsv_pixel_f,lab_pixel_m,lab_pixel_f,ycrcb_pixel_m,ycrcb_pixel_f,bgr,hsv,lab,ycrb,,BEST,bgr_perc_f_total,bgr_perc_m_total,bgr_perc_f_gonad,bgr_perc_m_gonad,bgr_perc_gonad_total,hsv_perc_f_total,hsv_perc_m_total,hsv_perc_f_gonad,hsv_perc_m_gonad,hsv_perc_gonad_total,lab_perc_f_total,lab_perc_m_total,lab_perc_f_gonad,lab_perc_m_gonad,lab_perc_gonad_total,ycrcb_perc_f_total,ycrcb_perc_m_total,ycrcb_perc_f_gonad,ycrcb_perc_m_gonad,ycrcb_perc_gonad_total,magnification
M,5,NA,,20180924-angasi027-10x-tiled.tif,17827875,423253.5,0,959339,17030623,545388.5,0,229364.5,3463607,,,,,,,0,2.374110768,0,100,2.374110768,95.52805929,5.381118052,94.66736506,5.332634944,100.9091773,0,3.059189612,0,100,3.059189612,19.42804176,1.286549855,93.78916138,6.210838616,20.71459162,10x
M,2,NA,X,20180924-angasi032-10x.tif,307200,5639,0,7332.5,0,28708,187090,8331,210915.5,,,,,,,0,1.835611979,0,100,1.835611979,0,2.38688151,0,100,2.38688151,60.90169271,9.345052083,86.69681832,13.30318168,70.24674479,68.65738932,2.711914063,96.20016739,3.799832609,71.36930339,10x
M,2,NA,X,20180924-angasi032-10x-tiled.tif,38838610,4824092.5,0,10452233,37245115.5,6616890.5,0,2425403.5,26852712,,,,,,,0,12.42086805,0,100,12.42086805,95.89713818,26.91196467,78.08634373,21.91365627,122.8091028,0,17.03688803,0,100,17.03688803,69.13921997,6.244825703,91.71598493,8.284015069,75.38404567,10x
M,1,NA,,20180924-angasi037-10x-tiled.tif,13842504,945288,0,1357803,12675881,1212301,0,661466,3737103.5,,,,,,,0,6.828880093,0,100,6.828880093,91.57216787,9.808940637,90.32468595,9.675314052,101.3811085,0,8.757815782,0,100,8.757815782,26.99730843,4.778514061,84.96179269,15.03820731,31.7758225,10x
M,1,NA,,20180924-angasi037-40x.tif,307200,50177,146863.5,48271,43150.5,84716,0,32769,234796.5,,,,,,,47.80712891,16.33365885,74.53467688,25.46532312,64.14078776,14.04638672,15.71321615,47.19950996,52.80049004,29.75960286,0,27.57682292,0,100,27.57682292,76.43115234,10.66699219,87.75290536,12.24709464,87.09814453,40x
M,1,NA,,20180924-angasi062-10x.tif,307200,8656.5,60264.5,9534,5882.5,6224.5,269858.5,7047.5,273777,,,,,,,19.61735026,2.817871094,87.4399675,12.5600325,22.43522135,1.914876302,3.103515625,38.15716927,61.84283073,5.018391927,87.8445638,2.026204427,97.74542438,2.254575617,89.87076823,89.12011719,2.294108073,97.49042551,2.509574485,91.41422526,10x
M,1,NA,,20180924-angasi062-40x.tif,307200,50266.5,58037.5,47027.5,97464,73439.5,38433.5,21019,283484.5,,,,,,,18.89241536,16.36279297,53.58758679,46.41241321,35.25520833,31.7265625,15.30843099,67.45310278,32.54689722,47.03499349,12.51090495,23.90608724,34.35458064,65.64541936,36.41699219,92.28011068,6.842122396,93.09728788,6.90271212,99.12223307,40x
M,NA,NA,X,20180924-angasi063-10x-tiled.tif,17858356,2659018.5,0,3269344,10093740.5,2995942.5,590113,2089013.5,7354841.5,,,,,,,0,14.88949207,0,100,14.88949207,56.52110698,18.30708269,75.53451076,24.46548924,74.82818967,3.304408312,16.7761383,16.45576874,83.54423126,20.08054661,41.1843145,11.69768091,77.87965296,22.12034704,52.88199541,10x
M,NA,NA,X,20180924-angasi063-60x.tif,307200,141598.5,15886.5,147115.5,93272,186662.5,0,92099,252655.5,,,,,,,5.171386719,46.09326172,10.08762739,89.91237261,51.26464844,30.36197917,47.88916016,38.80068639,61.19931361,78.25113932,0,60.76253255,0,100,60.76253255,82.24462891,29.98014323,73.28562789,26.71437211,112.2247721,60x
M,1,NA,,20180924-angasi084-10x-tiled.tif,13858178,671068.5,0,1060473,11228071,858758.5,1209869.5,502088,4488865.5,,,,,,,0,4.842400639,0,100,4.842400639,81.02126412,7.652326301,91.37023068,8.62976932,88.67359042,8.730364843,6.196763384,58.48656694,41.51343306,14.92712823,32.39145507,3.623044819,89.94003851,10.05996149,36.01449989,10x
M,1,NA,,20180924-angasi097-40x-tiled.tif,17782772,3565140,1795414,4351208,4153361.5,4217293,0,3201063,10942771,,,,,,,10.09636743,20.04828044,33.49306807,66.50693193,30.14464786,23.35609713,24.46867114,48.83682237,51.16317763,47.82476826,0,23.71561082,0,100,23.71561082,61.53579993,18.00092247,77.36778444,22.63221556,79.5367224,40x
M,2,NA,,20180924-angasi148-10x-tiled.tif,17826616,910440.5,0,696687,7031587.5,1503603.5,4592832,1176547,5652377.5,,,,,,,0,5.107197575,0,100,5.107197575,39.44432022,3.908128161,90.98521928,9.014780725,43.35244838,25.76390269,8.43459858,75.33635023,24.66364977,34.19850127,31.70751813,6.599945834,82.77112304,17.22887696,38.30746396,10x
M,2,NA,,20180924-angasi148-10x-tiled-parasites-galore.tif,34892592,4817477.5,0,6563420,26989570,5941950.5,18407830,4389241.5,26824918.5,,,,,,,0,13.8065911,0,100,13.8065911,77.35043014,18.81035379,80.43864347,19.56135653,96.16078393,52.75569668,17.02926082,75.59751925,24.40248075,69.78495751,76.87854918,12.57929334,85.93830012,14.06169988,89.45784251,10x
M,2,NA,,20180924-angasi148-10x-tiled-scale.tif,17826616,1718804,0,2212822,14580323,2208236,2203982,1749695,4929764.5,,,,,,,0,9.64178507,0,100,9.64178507,81.7896285,12.41302331,86.82306382,13.17693618,94.20265181,12.36343454,12.38729774,49.95179295,50.04820705,24.75073228,27.65395575,9.815070903,73.80484154,26.19515846,37.46902665,10x
M,2,NA,,20180924-angasi148-10x-infection-scale.tif,307200,22992,0,25213,33851,42595,202578.5,23740.5,213424,,,,,,,0,7.484375,0,100,7.484375,11.01920573,8.207356771,57.31240688,42.68759312,19.2265625,65.94352214,13.8655599,82.62658893,17.37341107,79.80908203,69.47395833,7.728027344,89.98985936,10.01014064,77.20198568,10x
M,2,NA,,20180924-angasi148-10x-infection-tiled-scale.tif,17842473,2855022.5,0,3710905.5,13478368.5,3468829.5,12343484.5,2450858,13316701.5,,,,,,,0,16.00127124,0,100,16.00127124,75.54092137,20.79815674,78.41150534,21.58849466,96.33907811,69.18034568,19.44141656,78.06248029,21.93751971,88.62176224,74.63484182,13.73608916,84.45632629,15.54367371,88.37093098,10x
M,2,NA,,20180924-angasi148-10x-infection-tiled.tif,17842473,4278899.5,0,4741964,9733320.5,5448280.5,16645127,3842821.5,17292973,,,,,,,0,23.98153832,0,100,23.98153832,54.55140944,26.57683159,67.24096165,32.75903835,81.12824102,93.28934952,30.53545604,75.33979084,24.66020916,123.8248056,96.92026996,21.53749371,81.81841946,18.18158054,118.4577637,10x
M,2,NA,,20180924-angasi148-10x-infection.tif,4915200,475184.5,0,548621.5,1365401,882398,3260513.5,456189,3539203,,,,,,,0,9.667653402,0,100,9.667653402,27.77915446,11.16173299,71.33672671,28.66327329,38.94088745,66.33531698,17.95243327,78.70101739,21.29898261,84.28775024,72.00526937,9.281188965,88.5821216,11.4178784,81.28645833,10x
M,2,NA,,20180924-angasi148-10x-infection2-scale.tif,307200,24794.5,0,29924.5,17950.5,46430.5,201905,25164.5,211877.5,,,,,,,0,8.071126302,0,100,8.071126302,5.843261719,9.741048177,37.49451697,62.50548303,15.5843099,65.72428385,15.11409505,81.30331749,18.69668251,80.83837891,68.97054036,8.19156901,89.38394884,10.61605116,77.16210938,10x
M,2,NA,,20180924-angasi148-10x-infection2.tif,4915200,492009,0,601048,640037,877323.5,3401425,471550.5,3009554,,,,,,,0,10.00994873,0,100,10.00994873,13.0215861,12.22835286,51.57076268,48.42923732,25.24993896,69.20216878,17.8491923,79.49579182,20.50420818,87.05136108,61.22953288,9.593719482,86.45399757,13.54600243,70.82325236,10x
M,2,NA,,20180924-angasi148-10x-scale.tif,307200,43779,0,49153,14242,38101,63591,39213,165787.5,,,,,,,0,14.25097656,0,100,14.25097656,4.636067708,16.00032552,22.46549412,77.53450588,20.63639323,20.70019531,12.40266927,62.53294261,37.46705739,33.10286458,53.96728516,12.76464844,80.87175397,19.12824603,66.73193359,10x
M,2,NA,,20180924-angasi148-10x.tif,4915200,920014.5,0,966332,348123,960941.5,1210995.5,747466.5,2475310,,,,,,,0,18.71774292,0,100,18.71774292,7.082580566,19.66007487,26.48420828,73.51579172,26.74265544,24.63776652,19.55040487,55.75647452,44.24352548,44.18817139,50.36031087,15.20724487,76.80675343,23.19324657,65.56755575,10x
M,2,NA,,20180924-angasi148-40x-infection.tif,307200,81931,2268,101522,111260.5,97299.5,70685.5,71003.5,236951.5,,,,,,,0.73828125,26.6702474,2.693618689,97.30638131,27.40852865,36.21761068,33.04752604,52.28836958,47.71163042,69.26513672,23.00960286,31.67301432,42.07845939,57.92154061,54.68261719,77.13264974,23.11311849,76.94354695,23.05645305,100.2457682,40x
M,2,NA,,20180924-angasi148-40x-infection2-castration.tif,307200,66141,39973,126170.5,218500,93764.5,1717,49359.5,214308,,,,,,,13.01204427,21.53027344,37.66986449,62.33013551,34.54231771,71.12630208,41.0711263,63.39387908,36.60612092,112.1974284,0.558919271,30.52229818,1.798254112,98.20174589,31.08121745,69.76171875,16.06754557,81.27964197,18.72035803,85.82926432,40x
