SEX,MALE.STAGE,FEMALE.STAGE,CONFIRM.,filename_image,image_size,bgr_pixel_m,bgr_pixel_f,hsv_pixel_m,hsv_pixel_f,lab_pixel_m,lab_pixel_f,ycrcb_pixel_m,ycrcb_pixel_f,bgr,hsv,lab,ycrb,,BEST,bgr_perc_f_total,bgr_perc_m_total,bgr_perc_f_gonad,bgr_perc_m_gonad,bgr_perc_gonad_total,hsv_perc_f_total,hsv_perc_m_total,hsv_perc_f_gonad,hsv_perc_m_gonad,hsv_perc_gonad_total,lab_perc_f_total,lab_perc_m_total,lab_perc_f_gonad,lab_perc_m_gonad,lab_perc_gonad_total,ycrcb_perc_f_total,ycrcb_perc_m_total,ycrcb_perc_f_gonad,ycrcb_perc_m_gonad,ycrcb_perc_gonad_total,magnification
HPF,1,2,,20180924-angasi132-10x-tiled.tif,17807144,472078,0,731290.5,15223379.5,688314,8051608.5,489078.5,8927328.5,,,,,,,0,2.651059597,0,100,2.651059597,85.49029255,4.106725368,95.4164486,4.583551399,89.59701792,45.21560841,3.86538122,92.12448394,7.875516059,49.08098963,50.13340994,2.746529707,94.80610279,5.193897205,52.87993965,10x
HPF,1,3,,20180924-angasi135-10x-tiled.tif,17896194,248912.5,0,343601.5,7102750,377766.5,7170386.5,272223.5,7494001.5,,,,,,,0,1.39086836,0,100,1.39086836,39.68860642,1.919969687,95.38563953,4.614360469,41.6085761,40.06654432,2.110876201,94.99524586,5.004754143,42.17742052,41.87483383,1.521125106,96.49477706,3.505222936,43.39595894,10x
HPF,1,3,,20180924-angasi135-10x.tif,4915200,214907.5,366293,231789.5,1613271,502386,2733099,67746.5,2742767.5,,,,,,,7.452250163,4.372304281,63.0235177,36.9764823,11.82455444,32.82208252,4.71576945,87.43729542,12.56270458,37.53785197,55.6050415,10.22106934,84.47262157,15.52737843,65.82611084,55.80174764,1.378306071,97.58953344,2.410466555,57.18005371,10x
HPF,5,1,,20180924-angasi139-10x-scale.tif,307200,10583.5,0,4890.5,53765,18126,145216.5,2709,143756.5,,,,,,,0,3.44514974,0,100,3.44514974,17.5016276,1.591959635,91.66233346,8.337666544,19.09358724,47.27099609,5.900390625,88.90307177,11.09692823,53.17138672,46.79573568,0.881835938,98.15041768,1.849582325,47.67757161,10x
HPF,5,1,,20180924-angasi139-10x-tiled-scale.tif,17847382,359135.5,0,228286.5,3759357.5,510370.5,10915080,414556,10965112,,,,,,,0,2.012258717,0,100,2.012258717,21.0639157,1.279103568,94.27515345,5.724846551,22.34301927,61.15787739,2.859637901,95.53303828,4.466961718,64.01751529,61.43820982,2.322783252,96.35704662,3.64295338,63.76099307,10x
HPF,5,1,,20180924-angasi139-10x-tiled.tif,17847382,890287.5,0,293724.5,986891.5,1048200.5,15405201.5,800124,15996803,,,,,,,0,4.988336665,0,100,4.988336665,5.529614932,1.645756784,77.06381148,22.93618852,7.175371716,86.31630959,5.873133102,93.62927801,6.370721994,92.18944269,89.63108987,4.483144923,95.23648582,4.763514183,94.11423479,10x
HPF,5,1,,20180924-angasi139-10x.tif,4915200,503653.5,591536.5,210983,335816.5,852266.5,2833575.5,151447,2448553.5,,,,,,,12.0348409,10.24685669,54.01222619,45.98777381,22.28169759,6.832204183,4.292460124,61.41492448,38.58507552,11.12466431,57.64924113,17.33940633,76.87729154,23.12270846,74.98864746,49.81594849,3.081197103,94.1751165,5.824883495,52.89714559,10x
HPF,5,1,,20180924-angasi139-60x-scale.tif,307200,5474,0,38801.5,235054,17003.5,245466.5,3782.5,247449.5,,,,,,,0,1.781901042,0,100,1.781901042,76.51497396,12.63069661,85.83139648,14.16860352,89.14567057,79.90445964,5.53499349,93.52173582,6.478264183,85.43945313,80.54996745,1.231282552,98.4944195,1.505580499,81.78125,60x
HPF,?,1,,20180924-angasi140-10x-tiled-scale.tif,17825434,350185,0,347171.5,4923730.5,531565,9714238,438212.5,9754555,,,,,,,0,1.964524398,0,100,1.964524398,27.62193897,1.947618779,93.41343284,6.586567157,29.56955775,54.49650202,2.982059231,94.81187565,5.188124347,57.47856125,54.72267884,2.458355292,95.70075056,4.299249443,57.18103413,10x
HPF,?,1,,20180924-angasi140-10x-tiled.tif,17825434,1006249.5,0,459544,2003743,1396015,17550225,906832,17711816,,,,,,,0,5.645021041,0,100,5.645021041,11.24092126,2.578024187,81.34427698,18.65572302,13.81894545,98.45608808,7.831590524,92.63170423,7.368295767,106.2876786,99.36260738,5.087292685,95.12944227,4.870557733,104.4499001,10x
HPF,?,1,,20180924-angasi140-60x-scale.tif,4915200,6958,132714.5,51872.5,3267113,90024.5,4244117.5,5082.5,4253838,,,,,,,2.700083415,0.141560872,95.01834649,4.981653511,2.841644287,66.46958415,1.055348714,98.43709772,1.562902278,67.52493286,86.34679159,1.831553141,97.92289916,2.077100843,88.17834473,86.54455566,0.103403727,99.88066225,0.119337752,86.64795939,60x
HPF,1,2,X,20180924-angasi141-40x-scale.tif,4915200,1022444.5,0,2822112.5,861674.5,1710501.5,2297710.5,586898,3775061,,,,,,,0,20.8016866,0,100,20.8016866,17.53081258,57.4160258,23.39099682,76.60900318,74.94683838,46.74703979,34.80024211,57.32507412,42.67492588,81.5472819,76.80381266,11.94047038,86.54508215,13.45491785,88.74428304,40x
HPF,1,2,X,20180924-angasi141-10x-tiled-scale.tif,17852250,278976.5,0,265753.5,2728766.5,436116,8651289.5,314748.5,8782880.5,,,,,,,0,1.562696579,0,100,1.562696579,15.28528057,1.488627484,91.12533895,8.874661048,16.77390805,48.46049938,2.44291896,95.20087444,4.799125559,50.90341834,49.19761095,1.763074682,96.54032386,3.459676142,50.96068563,10x
HPF,1,2,X,20180924-angasi141-10x-tiled.tif,17852250,927968.5,0,369336,685880.5,1020230.5,17424033,711254,17678970,,,,,,,0,5.198047865,0,100,5.198047865,3.841983503,2.068848464,64.999031,35.000969,5.910831968,97.60132756,5.714856671,94.46857555,5.531424445,103.3161842,99.02936605,3.984114047,96.13243428,3.867565724,103.0134801,10x
HPF,1,2,X,20180924-angasi141-40x.tif,4915200,1034780.5,0,2825287,867724.5,1715200.5,2299204.5,595383.5,3785232,,,,,,,0,21.05266317,0,100,21.05266317,17.65390015,57.48061117,23.49639312,76.50360688,75.13451131,46.7774353,34.89584351,57.27385503,42.72614497,81.67327881,77.01074219,12.11310832,86.40867933,13.59132067,89.1238505,40x
HPF,5,2,,20180924-angasi150-40x-scale.tif,307200,31695,0,125919.5,220343,47020,74236,8835.5,238394.5,,,,,,,0,10.31738281,0,100,10.31738281,71.72623698,40.98942057,63.63467023,36.36532977,112.7156576,24.16536458,15.30598958,61.22253744,38.77746256,39.47135417,77.6023763,2.876139323,96.42620232,3.573797678,80.47851563,40x
HPF,5,2,,20180924-angasi150-40x.tif,4915200,1251081,27251,2594633.5,3278612,1893012.5,1776992.5,355694.5,4070120.5,,,,,,,0.554423014,25.45330811,2.131762328,97.86823767,26.00773112,66.7035319,52.78795369,55.82283254,44.17716746,119.4914856,36.15300496,38.51343791,48.4193482,51.5806518,74.66644287,82.80681356,7.236623128,91.96318644,8.036813559,90.04343669,40x
HPF,5,2,,20180924-angasi150-10x-tiled-scale.tif,17896172,640002.5,0,1063386.5,13958114,992600,8707696.5,595206,10024614,,,,,,,0,3.576197748,0,100,3.576197748,77.9949701,5.941977424,92.92090361,7.079096393,83.93694752,48.65675464,5.546437529,89.76732309,10.23267691,54.20319217,56.01540933,3.325884441,94.39532873,5.604671266,59.34129377,10x
HPF,5,2,X,20180924-angasi151-10x-tiled-scale.tif,17837625,195962.5,0,223054.5,4479129.5,283785,14885151,282499.5,14882094,,,,,,,0,1.09859076,0,100,1.09859076,25.11057105,1.250471966,95.25636385,4.743636149,26.36104302,83.44805432,1.590934892,98.12917004,1.870829965,85.03898922,83.43091639,1.583728215,98.13711129,1.862888708,85.01464461,10x
HPF,5,2,X,20180924-angasi151-10x-tiled.tif,17837625,1038293.5,0,383805,2119944.5,926000,17689317,722975,17729784.5,,,,,,,0,5.820805741,0,100,5.820805741,11.88467915,2.151659764,84.67079075,15.32920925,14.03633892,99.16856644,5.191274063,95.02560177,4.974398233,104.3598405,99.39543241,4.053090027,96.08202231,3.917977688,103.4485224,10x
HPF,5,2,X,20180924-angasi151-40x-scale.tif,307200,36981,0,123768,154670,72374.5,198718,14107.5,254854.5,,,,,,,0,12.03808594,0,100,12.03808594,50.34830729,40.2890625,55.54917073,44.45082927,90.63736979,64.68684896,23.55940755,73.302655,26.697345,88.24625651,82.96044922,4.592285156,94.75483526,5.245164744,87.55273438,40x
HPF,5,2,X,20180924-angasi151-40x.tif,4915200,1179242,120936.5,2940955.5,2507554.5,2124077,3745064.5,452502,4172747.5,,,,,,,2.460459391,23.99173991,9.301530521,90.69846948,26.4521993,51.0163269,59.83389282,46.02275668,53.97724332,110.8502197,76.19353231,43.21445719,63.80940892,36.19059108,119.4079895,84.89476522,9.206176758,90.21670074,9.783299258,94.10094198,40x
HPF,1,2,,20180924-angasi154-10x-tiled.tif,17866897,780920.5,0,378817.5,750691,1037733,15198189,875001.5,15267371.5,,,,,,,0,4.370767347,0,100,4.370767347,4.201574566,2.120219868,66.46173977,33.53826023,6.321794434,85.06339405,5.808132212,93.60841349,6.391586508,90.87152626,85.45060455,4.89733332,94.57947416,5.420525842,90.34793787,10x
HPF,5,2,X,20180924-angasi156-10x-tiled-scale.tif,17822987,249965,0,248792,2197304,365405,14929623.5,357422,15028929.5,,,,,,,0,1.402486575,0,100,1.402486575,12.32848344,1.395905187,89.82901734,10.17098266,13.72438862,83.76611339,2.050189455,97.61095574,2.389044257,85.81630285,84.32329272,2.005398983,97.67701914,2.322980857,86.32869171,10x
HPF,5,2,X,20180924-angasi156-10x-tiled.tif,17822987,754611,0,308073.5,1119559.5,762469,17477644,633658.5,17579939.5,,,,,,,0,4.233919937,0,100,4.233919937,6.281548093,1.728517784,78.42067954,21.57932046,8.010065877,98.06237305,4.278009068,95.81982305,4.180176954,102.3403821,98.63632566,3.555287899,96.52095923,3.479040769,102.1916136,10x
HPF,5,2,X,20180924-angasi156-60x-scale.tif,307200,0,45738.5,0,179276.5,0,239248.5,0,231701,,,,,,,14.88883464,0,100,0,14.88883464,58.35823568,0,100,0,58.35823568,77.88037109,0,100,0,77.88037109,75.4235026,0,100,0,75.4235026,60x
HPF,5,2,X,20180924-angasi156-60x.tif,4915200,0,915747,0,2714473,0,3862561,0,3722254.5,,,,,,,18.63092041,0,100,0,18.63092041,55.22609456,0,100,0,55.22609456,78.58400472,0,100,0,78.58400472,75.72946167,0,100,0,75.72946167,60x
HPF,4,2,X,20180924-angasi158-10x-tiled-scale.tif,17838846,263978.5,0,211438,1580148,383470.5,13809521.5,281616,14431207.5,,,,,,,0,1.479795834,0,100,1.479795834,8.857904822,1.185267253,88.19827795,11.80172205,10.04317208,77.41263925,2.14963737,97.29817011,2.701829889,79.56227662,80.89765168,1.57866714,98.08591464,1.914085356,82.47631882,10x
HPF,4,2,X,20180924-angasi158-40x-scale.tif,307200,0,74026,0,108521.5,31,206383.5,0,205067.5,,,,,,,24.09700521,0,100,0,24.09700521,35.32600911,0,100,0,35.32600911,67.18212891,0.010091146,99.98498168,0.015018325,67.19222005,66.75374349,0,100,0,66.75374349,40x
HPF,4,2,X,20180924-angasi158-40x.tif,4915200,0,1288716.5,0,719960.5,4414.5,3341233.5,0,3307279.5,,,,,,,26.21900431,0,100,0,26.21900431,14.64763387,0,100,0,14.64763387,67.97756958,0.089813232,99.86805247,0.131947533,68.06738281,67.28677368,0,100,0,67.28677368,40x
HPF,4,2,X,20180924-angasi158-10x-tiled.tif,17838846,548191.5,0,214424,459027.5,863379.5,17446749,488580,17669821.5,,,,,,,0,3.073021091,0,100,3.073021091,2.573190553,1.202006004,68.16043917,31.83956083,3.775196557,97.80200468,4.839884262,95.28468902,4.715310982,102.6418889,99.05249196,2.738854296,97.30934466,2.690655342,101.7913463,10x
HPF,4,2,,20180924-angasi160-10x-tiled.tif,17814460,342482.5,0,139289.5,311510,428293.5,17029674,270819,17621057.5,,,,,,,0,1.92249723,0,100,1.92249723,1.748635659,0.781890105,69.1016738,30.8983262,2.530525764,95.5946686,2.404190192,97.54671613,2.453283866,97.99885879,98.91435104,1.520220091,98.48635776,1.513642239,100.4345711,10x
HPF,5,2,,20180924-angasi164-10x-tiled-whatisthis.tif,17881535,160697,0,187749,3329512.5,242523,6625653,169724.5,6871666.5,,,,,,,0,0.898675645,0,100,0.898675645,18.61983605,1.049960196,94.66206877,5.337931229,19.66979625,37.05304382,1.356276181,96.46888781,3.53111219,38.40932001,38.42884014,0.949160684,97.58961688,2.410383119,39.37800083,10x
HPF,5,2,,20180924-angasi164-10x-tiled.tif,17838846,1773934.5,2740733,849649.5,1087609,1890041,12533858,1378210,17469757.5,,,,,,,15.36384697,9.944222289,60.70730569,39.29269431,25.30806926,6.096857386,4.762917399,56.14165585,43.85834415,10.85977479,70.26159652,10.59508558,86.8964626,13.1035374,80.8566821,97.93098444,7.725892135,92.68775267,7.312247329,105.6568766,10x
HPF,5,2,,20180924-angasi164-10x-tiled2-scale.tif,17809560,264915.5,0,336566.5,3921096,408283,9075900.5,306367,9150286.5,,,,,,,0,1.487490426,0,100,1.487490426,22.01680446,1.889808058,92.09504041,7.904959588,23.90661252,50.96083508,2.29249347,95.69511703,4.304882966,53.25332855,51.37850963,1.720239018,96.76030215,3.239697849,53.09874865,10x
HPF,5,2,,20180924-angasi164-10x-tiled2.tif,17809560,1063068.5,0,455411,1748554,1021577.5,14987498.5,683439.5,17679113.5,,,,,,,0,5.969089074,0,100,5.969089074,9.818064006,2.557115392,79.33674083,20.66325917,12.3751794,84.15423233,5.736118691,93.61876038,6.381239617,89.89035102,99.26754788,3.837486721,96.27808018,3.721919822,103.1050346,10x
HPF,5,3,,20180924-angasi165-10x-tiled.tif,17808376,2884638,0,553193.5,198198,1325221,17545062,864655.5,17722273.5,,,,,,,0,16.1982092,0,100,16.1982092,1.112948199,3.106366914,26.37746102,73.62253898,4.219315113,98.52140364,7.441560084,92.97720654,7.022793458,105.9629637,99.5165056,4.855330436,95.34804539,4.651954607,104.371836,10x
HPF,5,3,,20180924-angasi168-10x-tiled-scale.tif,17803505,130807.5,0,174199,3538207,206215,13626153.5,179710.5,13655730.5,,,,,,,0,0.73472892,0,100,0.73472892,19.87365409,0.9784534,95.30765223,4.692347766,20.85210749,76.53635338,1.158283158,98.50918518,1.490814823,77.69463653,76.70248358,1.009410787,98.70108586,1.298914144,77.71189437,10x
HPF,5,3,,20180924-angasi168-10x-tiled.tif,17803505,1195773,0,493278,1917835.5,1118280,17560088.5,656111.5,17752220.5,,,,,,,0,6.716503295,0,100,6.716503295,10.77223558,2.770679144,79.54148571,20.45851429,13.54291472,98.6327608,6.281235071,94.01296746,5.98703254,104.9139959,99.71194155,3.685293991,96.4357906,3.564209403,103.3972355,10x
HPF,5,3,,20180924-angasi168-40x-resorption.tif,307200,0,19589,0,16938.5,0,231947,0,221601,,,,,,,6.376627604,0,100,0,6.376627604,5.513834635,0,100,0,5.513834635,75.50358073,0,100,0,75.50358073,72.13574219,0,100,0,72.13574219,40x
HPF,5,3,,20180924-angasi168-40x.tif,4915200,0,1047621,0.5,2699012.5,8,3289122,0,3081396,,,,,,,21.31390381,0,100,0,21.31390381,54.91154989,1.02E-05,99.99998147,1.85E-05,54.91156006,66.9173584,0.00016276,99.99975677,0.000243225,66.91752116,62.69116211,0,100,0,62.69116211,40x
HPF,5,3,,20180924-angasi168-40x-scale.tif,307200,0,49476.5,0,165247,0,201685.5,0,189262,,,,,,,16.10563151,0,100,0,16.10563151,53.79134115,0,100,0,53.79134115,65.65283203,0,100,0,65.65283203,61.60872396,0,100,0,61.60872396,40x
HPF,5,3,X,20180924-angasi169-10x-tiled-scale.tif,17794974,37120.5,0,5752.5,0,44329.5,14472179.5,17501,15869182,,,,,,,0,0.208601035,0,100,0.208601035,0,0.032326543,0,100,0.032326543,81.32734277,0.249112474,99.69462699,0.305373007,81.57645524,89.17788809,0.098347994,99.88983855,0.110161448,89.27623609,10x
HPF,5,3,X,20180924-angasi169-10x-tiled.tif,17794974,96815,0,3943.5,0,89530.5,17137189,24995,17646789,,,,,,,0,0.544058114,0,100,0.544058114,0,0.022160752,0,100,0.022160752,96.30353492,0.503122398,99.4802812,0.519718801,96.80665732,99.16726487,0.140461009,99.85855984,0.141440162,99.30772588,10x
HPF,5,3,X,20180924-angasi169-20x-scale.tif,307200,0,124339.5,0,152650.5,0,230403,0,224698,,,,,,,40.47509766,0,100,0,40.47509766,49.69091797,0,100,0,49.69091797,75.00097656,0,100,0,75.00097656,73.14388021,0,100,0,73.14388021,20x
HPF,5,3,X,20180924-angasi169-40x-scale.tif,307200,0,20794,0,6041.5,0,225202,0,238073,,,,,,,6.768880208,0,100,0,6.768880208,1.966634115,0,100,0,1.966634115,73.30794271,0,100,0,73.30794271,77.49772135,0,100,0,77.49772135,40x
HPF,5,3,X,20180924-angasi169-20x.tif,4915200,0,2336598,0,2465377,0,3737467,0,3565656.5,,,,,,,47.53820801,0,100,0,47.53820801,50.15822347,0,100,0,50.15822347,76.03896077,0,100,0,76.03896077,72.5434672,0,100,0,72.5434672,20x
HPF,5,3,X,20180924-angasi169-40x-2-scale.tif,307200,17134.5,0,165839.5,127489.5,62350.5,262621,4895.5,284342,,,,,,,0,5.577636719,0,100,5.577636719,41.50048828,53.98421224,43.46297161,56.53702839,95.48470052,85.48860677,20.29638672,80.81354827,19.18645173,105.7849935,92.55924479,1.59358724,98.3074463,1.692553697,94.15283203,40x
HPF,5,3,X,20180924-angasi169-40x-2.tif,4915200,259178,0,2284959.5,2482102.5,738101.5,4085598.5,72222,4557500,,,,,,,0,5.272989909,0,100,5.272989909,50.49850464,46.48762004,52.06776207,47.93223793,96.98612467,83.12171427,15.01671346,84.69843688,15.30156312,98.13842773,92.72257487,1.469360352,98.44003592,1.559964076,94.19193522,40x
HPF,5,3,X,20180924-angasi169-40x.tif,4915200,0,332390.5,0,157814,0,3773050,0,3861471,,,,,,,6.762502035,0,100,0,6.762502035,3.210734049,0,100,0,3.210734049,76.76289876,0,100,0,76.76289876,78.56182861,0,100,0,78.56182861,40x
HPF,5,2,,20180924-angasi170-10x-scale.tif,307200,3496.5,0,3190,169737.5,9322,237025.5,1278,223529,,,,,,,0,1.138183594,0,100,1.138183594,55.25309245,1.038411458,98.15529629,1.844703705,56.29150391,77.15673828,3.034505208,96.21591451,3.784085489,80.19124349,72.76334635,0.416015625,99.43151236,0.568487636,73.17936198,10x
HPF,5,2,,20180924-angasi170-10x-tiled-scale.tif,17847382,93909.5,0,129294.5,6644754.5,140595,11150971.5,103179.5,11362380.5,,,,,,,0,0.526180815,0,100,0.526180815,37.23097595,0.724445188,98.09132618,1.908673823,37.95542114,62.47959224,0.787762597,98.75486718,1.245132817,63.26735484,63.66413012,0.578121206,99.10009193,0.899908073,64.24225133,10x
HPF,5,3,,20180924-angasi175-10x-tiled-scale.tif,17858358,233380.5,0,377913.5,11711711.5,358889,10510806.5,239239,11412289.5,,,,,,,0,1.306841872,0,100,1.306841872,65.58112174,2.116171599,96.87406764,3.125932359,67.69729333,58.85651133,2.009641648,96.69826077,3.301739225,60.86615298,63.90447263,1.33964724,97.94671575,2.053284254,65.24411987,10x
HPF,5,3,,20180924-angasi175-40x-scale.tif,307200,40147.5,0,185284,202340,71387.5,238754.5,4647.5,271333.5,,,,,,,0,13.06884766,0,100,13.06884766,65.86588542,60.31380208,52.20007017,47.79992983,126.1796875,77.7195638,23.23811849,76.98231778,23.01768222,100.9576823,88.32470703,1.512858073,98.31600726,1.683992739,89.8375651,40x
HPF,5,2,X,20180924-angasi176-10x-scale.tif,307200,2427.5,1747,2010,93574.5,9086.5,153744.5,818.5,152386.5,,,,,,,0.568684896,0.790201823,41.84932327,58.15067673,1.358886719,30.46044922,0.654296875,97.8971486,2.102851404,31.11474609,50.04703776,2.957845052,94.41967439,5.580325614,53.00488281,49.60498047,0.266438802,99.46574851,0.534251493,49.87141927,10x
HPF,5,2,X,20180924-angasi176-10x-tiled-scale.tif,17877884,194970.5,0,299455.5,13260169.5,295101.5,10152085.5,197284,10734211.5,,,,,,,0,1.090568101,0,100,1.090568101,74.17079952,1.675005275,97.79156503,2.208434968,75.84580479,56.78572196,1.650651162,97.17530183,2.82469817,58.43637312,60.04184556,1.10350867,98.19526981,1.804730195,61.14535423,10x
HPF,5,2,X,20180924-angasi176-10x.tif,4915200,85825.5,161487.5,128838,1380945.5,393983.5,2536717.5,34184.5,2492914.5,,,,,,,3.285471598,1.746124268,65.29681012,34.70318988,5.031595866,28.09540812,2.62121582,91.4664586,8.533541398,30.71662394,51.60964966,8.015614827,86.55668047,13.44331953,59.62526449,50.71847534,0.695485433,98.64728291,1.352717088,51.41396077,10x
HPF,5,1,,20180924-angasi177-40x-scale.tif,307200,0,38158,0,160089.5,0,229773,0,227256.5,,,,,,,12.42122396,0,100,0,12.42122396,52.11246745,0,100,0,52.11246745,74.79589844,0,100,0,74.79589844,73.97672526,0,100,0,73.97672526,40x
HPF,5,1,,20180924-angasi177-40x.tif,4915200,0,757625,0,2653183,0,3686659.5,0,3647686,,,,,,,15.41392008,0,100,0,15.41392008,53.97914632,0,100,0,53.97914632,75.00527954,0,100,0,75.00527954,74.21236165,0,100,0,74.21236165,40x
HPF,5,1,,20180924-angasi177-10x-tiled-scale.tif,17860800,266769.5,0,251518.5,6731065.5,387394,5083855.5,390035,5184367.5,,,,,,,0,1.49360331,0,100,1.49360331,37.68624866,1.408215198,96.39791659,3.602083412,39.09446385,28.46376142,2.168962197,92.91946017,7.080539829,30.63272362,29.02651337,2.183748768,93.00310661,6.996893389,31.21026214,10x
HPF,5,1,,20180924-angasi177-20x-scale.tif,307200,0,95104.5,0,0,91,123808,0,122853.5,,,,,,,30.95849609,0,100,0,30.95849609,0,0,NA,NA,0,40.30208333,0.029622396,99.92655308,0.07344692,40.33170573,39.9913737,0,100,0,39.9913737,20x
HPF,5,2,X,20180924-angasi180-10x-scale.tif,307200,17666,0,14247.5,59006,26281,156069,10467,157691,,,,,,,0,5.750651042,0,100,5.750651042,19.20768229,4.637858073,80.55041739,19.44958261,23.84554036,50.80371094,8.555013021,85.58760625,14.41239375,59.35872396,51.33170573,3.407226563,93.77549685,6.224503146,54.73893229,10x
HPF,5,2,X,20180924-angasi180-10x-tiled-scale.tif,17807160,154507,0,227026,10469247,284284,6325761,317135,6731917.5,,,,,,,0,0.867667837,0,100,0.867667837,58.79234533,1.274914136,97.87752239,2.122477614,60.06725946,35.52369384,1.596458952,95.69921234,4.300787665,37.12015279,37.80455446,1.780940925,95.50102656,4.498973444,39.58549539,10x
HPM,1,1,,20180924-angasi028-10x-tiled.tif,17809590,730001,0,1196749,14905588,891887,0,543054.5,3597649,,,,,,,0,4.098920862,0,100,4.098920862,83.69416702,6.719688662,92.56785521,7.432144787,90.41385568,0,5.007903045,0,100,5.007903045,20.20062786,3.049225165,86.88497015,13.11502985,23.24985303,10x
HPM,1,1,,20180924-angasi028-10x.tif,307200,18508.5,106661.5,18411,0,23885,239894.5,12678,239340,,,,,,,34.72054036,6.024902344,85.2133099,14.7866901,40.74544271,0,5.993164063,0,100,5.993164063,78.09065755,7.775065104,90.94508861,9.054911394,85.86572266,77.91015625,4.126953125,94.96940695,5.030593053,82.03710938,10x
HPM,2,0,X,20180924-angasi029-10x-tiled.tif,17857125,2642602.5,0,3731012.5,17152909.5,3009010.5,0,1854757,6862512.5,,,,,,,0,14.7985888,0,100,14.7985888,96.05638926,20.89369089,82.13452195,17.86547805,116.9500802,0,16.85047565,0,100,16.85047565,38.43010843,10.38664959,78.72318849,21.27681151,48.81675802,10x
HPM,1,1,,20180924-angasi050-10x-tiled.tif,38863665,1197148.5,0,1619072.5,37335279,1645871,2268551.5,1451827.5,4615360,,,,,,,0,3.080379836,0,100,3.080379836,96.06731377,4.166031433,95.84366717,4.15633283,100.2333452,5.837204237,4.234986587,57.95367005,42.04632995,10.07219082,11.87577137,3.735693739,76.07083183,23.92916817,15.61146511,10x
HPM,1,1,,20180924-angasi050-10x-tiled-infection.tif,38966148,1583839,0,2340470.5,35278871.5,2433300.5,24740015,2004090,26794365.5,,,,,,,0,4.06465376,0,100,4.06465376,90.53723119,6.006419983,93.77854482,6.221455176,96.54365117,63.49104613,6.24465241,91.04525725,8.954742751,69.73569854,68.76318773,5.143156568,93.04098097,6.959019035,73.9063443,10x
HPM,2,1,X,20180924-angasi051-10x-tiled-2.tif,17854672,2768182.5,0,3394467.5,16138094,3253392,2854548,2940942,9786959,,,,,,,0,15.50396725,0,100,15.50396725,90.38583291,19.0116486,82.62149335,17.37850665,109.3974815,15.98768098,18.22151647,46.73503669,53.26496331,34.20919746,54.81455498,16.47155434,76.8937392,23.1062608,71.28610932,10x
HPM,2,1,X,20180924-angasi051-10x-tiled.tif,17829092,3193476.5,0,4021503.5,15789719,3886776,1328039.5,3415615.5,9610704,,,,,,,0,17.91160481,0,100,17.91160481,88.56154312,22.55585141,79.70088166,20.29911834,111.1173945,7.44872201,21.80019039,25.4666632,74.5333368,29.2489124,53.90461836,19.15754038,73.7791208,26.2208792,73.06215875,10x
HPM,2,1,X,20180924-angasi051-40x.tif,307200,33872,0,15131.5,35723.5,45289,46330.5,27317.5,189845,,,,,,,0,11.02604167,0,100,11.02604167,11.62874349,4.92561849,70.24579687,29.75420313,16.55436198,15.08154297,14.74251302,50.56838337,49.43161663,29.82405599,61.7985026,8.892415365,87.4207103,12.5792897,70.69091797,40x
HPM,2,1,,20180924-angasi088-10x-tiled.tif,17882748,2540200.5,0,3069542,16509690,2829071.5,2981922,2192524.5,10092033,,,,,,,0,14.20475477,0,100,14.20475477,92.32188476,17.16482277,84.32245963,15.67754037,109.4867075,16.67485333,15.82011613,51.31518388,48.68481612,32.49496945,56.4344641,12.26055693,82.15218985,17.84781015,68.69502103,10x
HPM,2,1,,20180924-angasi092-10x-tiled.tif,17822954,2795755,0,3197944.5,16293625,3068151.5,0,2542858.5,7120358,,,,,,,0,15.68626054,0,100,15.68626054,91.41932925,17.94284213,83.59319141,16.40680859,109.3621714,0,17.21460707,0,100,17.21460707,39.95049306,14.26732348,73.68517512,26.31482488,54.21781653,10x
HPM,3,1,,20180924-angasi121-40x.tif,4915200,1760122,380365.5,1950889,3006314,2060252.5,72385,1330330,3618800,,,,,,,7.738555908,35.80977376,17.7700407,82.2299593,43.54832967,61.16361491,39.69093831,60.64536796,39.35463204,100.8545532,1.472676595,41.91594442,3.394153953,96.60584605,43.38862101,73.62467448,27.06563314,73.11992209,26.88007791,100.6903076,40x
HPM,3,1,,20180924-angasi121-10x-tiled.tif,13852792,296682,0,123788.5,701807.5,465462.5,8621891.5,327917,10261353,,,,,,,0,2.141676566,0,100,2.141676566,5.066180883,0.893599644,85.00616524,14.99383476,5.959780527,62.23937745,3.360062722,94.87790946,5.122090545,65.59944017,74.07425882,2.367154578,96.90330873,3.096691273,76.4414134,10x
HPM,3,1,,20180924-angasi121-10x.tif,4915200,1180861.5,0,1027181.5,543644,1156943.5,1835340.5,690870.5,2797786.5,,,,,,,0,24.02468872,0,100,24.02468872,11.06046549,20.89806112,34.60880919,65.39119081,31.95852661,37.34009806,23.53807576,61.33577227,38.66422773,60.87817383,56.92111206,14.05579631,80.19666307,19.80333693,70.97690837,10x
HPM,3,1,,20180924-angasi121-10x-tiled-scale.tif,13852792,265512,0,154504.5,863784,416219,6322219,300458,7529706,,,,,,,0,1.916667774,0,100,1.916667774,6.235450586,1.115331119,84.82704067,15.17295933,7.350781705,45.6385904,3.004585646,93.82321244,6.176787558,48.64317605,54.35515093,2.168934609,96.16281345,3.837186552,56.52408554,10x
